Est Number,Reporting Area,Premise Name,Premise Address 1,Inspection Type,Score,Inspection Date,Violation List,Followup Required
43388,605,FAZOLI'S - #1607,3775 HARRODSBURG ROAD,1,96,30-Oct-13,17,YES
43388,605,FAZOLI'S - #1607,3775 HARRODSBURG ROAD,2,98,11-Nov-13,8,NO
43388,605,FAZOLI'S - #1607,3775 HARRODSBURG ROAD,1,98,8-May-14,  19  20,NO
35843,605,FAZOLI'S #1601,1951 NORTH BROADWAY,1,97,4-Nov-13,  15  19  31,NO
35843,605,FAZOLI'S #1601,1951 NORTH BROADWAY,1,98,8-May-14,  19  31,NO
31104,605,FAZOLI'S #1605,2195 -A RICHMOND ROAD,1,94,4-Jun-13,  12  15  16  18,NO
31104,605,FAZOLI'S #1605,2195 -A RICHMOND ROAD,1,100,5-Nov-13,,NO
31104,605,FAZOLI'S #1605,2195 -A RICHMOND ROAD,1,100,12-May-14,,NO
32207,605,FAZOLI'S #1606,130 WINSLOW STREET,1,97,26-Nov-13,  18  19  31,NO
46590,605,FAZOLI'S #1624,2200 NICHOLASVILLE RD.,1,99,7-Jun-13,20,NO
46590,605,FAZOLI'S #1624,2200 NICHOLASVILLE RD.,1,99,5-Feb-14,19,NO
50583,605,FAZOLI'S #1658,4204 SARON DR.,1,99,23-Sep-13,20,NO
59209,605,FAZOLI'S #1785,1840 ALYSHEBA WAY,1,95,18-Aug-13,  16  19  27,NO
59209,605,FAZOLI'S #1785,1840 ALYSHEBA WAY,1,99,28-Mar-14,18,NO
79784,605,FEED THE HUNGRY,811 BRYAN AVENUE,1,100,25-Jun-13,,NO
79784,605,FEED THE HUNGRY,811 BRYAN AVENUE,1,100,30-Dec-13,,NO
89403,605,FIREHOUSE SUBS,1781 SHARKEY WAY,1,98,6-Nov-13,8,NO
92161,605,FIREHOUSE SUBS,"141 ROJAY DR, STE 110",1,100,24-Jun-13,,NO
92161,605,FIREHOUSE SUBS,"141 ROJAY DR, STE 110",1,100,16-Dec-13,,NO
77652,605,FIREHOUSE SUBS #301,"535 S UPPER ST., STE. 175",1,100,11-Nov-13,,NO
77652,605,FIREHOUSE SUBS #301,"535 S UPPER ST., STE. 175",1,100,2-May-14,,NO
54104,605,FIRST CHOICE CHILD CARE CENTER,505 KINGSTON RD,1,100,7-Nov-13,,NO
54104,605,FIRST CHOICE CHILD CARE CENTER,505 KINGSTON RD,1,100,5-May-14,,NO
87711,605,FIRST PRESBYTERIAN CHURCH,171 MARKET ST,1,99,19-Nov-13,15,NO
69007,605,FIRST UNITED METHODIST CHURCH,200 WEST HIGH STREET,1,100,1-Nov-13,,NO
91424,605,FIRST WATCH,3071 RICHMOND RD.,1,94,27-Sep-13,  12  15  18  20  30,NO
95028,605,FIRST WATCH RESTAURANT,2251 WAR ADMIRAL WAY STE 130,1,100,28-Apr-14,,NO
93629,605,FIRST WATCH SIMPSON CENTER,"1080 S BROADWAY, STE 301",1,100,21-Aug-13,,NO
93629,605,FIRST WATCH SIMPSON CENTER,"1080 S BROADWAY, STE 301",1,100,24-Feb-14,,NO
90334,605,FIVE GUYS BURGERS & FRIES,3090 HELMSDALE PLACE STE. 370,1,100,30-Aug-13,,NO
90334,605,FIVE GUYS BURGERS & FRIES,3090 HELMSDALE PLACE STE. 370,1,100,31-Mar-14,,NO
59137,605,FIVEGUYS,2467 NICHOLASVILLE RD STE 120,1,100,8-Jul-13,,NO
59137,605,FIVEGUYS,2467 NICHOLASVILLE RD STE 120,1,100,3-Jan-14,,NO
49093,605,FOLIAGE CHINESE RESTAURANT,3650 BOSTON RD  STE H,1,88,18-Oct-13,  11  12  18  19  29  31,NO
49093,605,FOLIAGE CHINESE RESTAURANT,3650 BOSTON RD  STE H,2,93,18-Oct-13,  12  18  19  29  31,NO
49093,605,FOLIAGE CHINESE RESTAURANT,3650 BOSTON RD  STE H,1,84,15-Apr-14,   3   6   8  12  15  19  26  31,NO
49093,605,FOLIAGE CHINESE RESTAURANT,3650 BOSTON RD  STE H,2,89,15-Apr-14,   6   8  12  15  19  26  31,NO
76794,607,"FRESH MARKET, THE",3387 TATES CREEK ROAD,1,97,28-Jun-13,  12  19,NO
76794,607,"FRESH MARKET, THE",3387 TATES CREEK ROAD,1,100,27-Dec-13,,NO
45420,605,FRIENDSHIP TOWERS @ SAYRE,CHRISTIAN VILLAGE,1,100,7-Jun-13,,NO
45420,605,FRIENDSHIP TOWERS @ SAYRE,CHRISTIAN VILLAGE,1,100,26-Nov-13,,NO
31101,605,FRISCH'S #148,1927 HARRODSBURG RD,1,98,23-Jul-13,26,NO
31101,605,FRISCH'S #148,1927 HARRODSBURG RD,1,98,30-Jan-14,26,NO
94359,605,FRISCH'S RESTAURANT,1849 ALYSHEBA WAY,1,100,26-Nov-13,,NO
94359,605,FRISCH'S RESTAURANT,1849 ALYSHEBA WAY,1,95,12-May-14,  17  18,NO
94359,605,FRISCH'S RESTAURANT,1849 ALYSHEBA WAY,2,99,12-May-14,18,NO
67306,605,FRO-JO'S,192 LEXINGTON GREEN CIRCLE,1,100,26-Sep-13,,NO
67306,605,FRO-JO'S,192 LEXINGTON GREEN CIRCLE,1,98,12-Mar-14,  15  19,NO
65981,605,FURLONGS,130 W TIVERTON WAY STE #100,1,97,7-Nov-13,   8  23,NO
65981,605,FURLONGS,130 W TIVERTON WAY STE #100,1,95,30-Apr-14,   8  23  26,NO
31613,605,FUSION,ERICKSON HALL,1,100,1-Oct-13,,NO
31613,605,FUSION,ERICKSON HALL,1,100,13-Mar-14,,NO
51963,605,GAME DAY SPORTS BAR,367 E MAIN ST,1,100,2-Dec-13,,NO
31129,605,GARDEN SPRINGS, ELEMENTARY SCHOOL,1,100,5-Nov-13,,NO
31129,605,GARDEN SPRINGS, ELEMENTARY SCHOOL,1,100,26-Mar-14,,NO
31127,605,GARDEN SPRINGS DAY SCHOOL,2033 GARDEN SPRINGS DRIVE,1,100,23-Oct-13,,NO
31127,605,GARDEN SPRINGS DAY SCHOOL,2033 GARDEN SPRINGS DRIVE,1,96,15-Apr-14,   8  26,NO
64667,605,GATTI TOWN,2524 NICHOLASVILLE RD,1,99,10-Jun-13,15,NO
64667,605,GATTI TOWN,2524 NICHOLASVILLE RD,1,99,29-Jan-14,19,NO
30790,605,GAY BREWER JR CRS @ PICADOME,469 PARKWAY DR,1,100,4-Dec-13,,NO
70021,605,GENJI LLC. SUSHI BAR,"161 LEXINGTON GREEN CIR, STE A2",1,100,7-Jun-13,,NO
70021,605,GENJI LLC. SUSHI BAR,"161 LEXINGTON GREEN CIR, STE A2",1,100,11-Dec-13,,NO
31133,607,GEORGE'S DELI AND GROCERY,161 NORTH LIMESTONE,1,100,12-Sep-13,,NO
31133,607,GEORGE'S DELI AND GROCERY,161 NORTH LIMESTONE,1,99,27-Mar-14,19,NO
86549,605,"GIFT BOX &  TEA ROOM, THE",3330 PARTNER PLACE,1,100,7-Aug-13,,NO
86549,605,"GIFT BOX &  TEA ROOM, THE",3330 PARTNER PLACE,1,99,20-Dec-13,23,NO
86549,605,"GIFT BOX &  TEA ROOM, THE",3330 PARTNER PLACE,1,100,2-Jan-14,,NO
86549,605,"GIFT BOX &  TEA ROOM, THE",3330 PARTNER PLACE,2,98,5-Feb-14,8,NO
85020,605,GIGI'S CUPCAKES,2703 RICHMOND RD STE 120,1,100,1-Oct-13,,NO
85020,605,GIGI'S CUPCAKES,2703 RICHMOND RD STE 120,1,98,27-Mar-14,16,NO
92801,605,"GINKGO TREE, THE",120 SYCAMORE RD.,1,100,17-Apr-14,,NO
64102,605,GIOVANNI'S OF LEXINGTON,128 E. NEW CIRCLE RD,1,100,6-Jan-14,,NO
44790,605,GIUSEPPE'S,4456 NICHOLASVILLE ROAD,1,98,10-Jun-13,8,NO
44790,605,GIUSEPPE'S,4456 NICHOLASVILLE ROAD,1,89,18-Dec-13,   6  11  17,NO
44790,605,GIUSEPPE'S,4456 NICHOLASVILLE ROAD,2,98,18-Dec-13,6,NO
31144,605,GLENDOVER ELEMENTARY SCHOOL,710 GLENDOVER RD,1,100,17-Oct-13,,NO
31144,605,GLENDOVER ELEMENTARY SCHOOL,710 GLENDOVER RD,1,100,19-Mar-14,,NO
65545,605,GLENN'S CREEK BEER EXCHANGE,854 E HIGH STREET,1,96,23-Sep-13,   8  19  20,NO
94895,605,GLUTEN FREE MIRACLES,145 BURT RD #20,2,100,23-Apr-14,,NO
63610,605,GODIVA CHOCOLATIER INC,3401 NICHOLASVILLE RD K-5,1,100,5-Nov-13,,NO
63610,605,GODIVA CHOCOLATIER INC,3401 NICHOLASVILLE RD K-5,1,100,7-May-14,,NO
89195,605,"GOD'S CLOSET, INC.",1589 HILLRISE DR.,1,100,16-Sep-13,,NO
89195,605,"GOD'S CLOSET, INC.",1589 HILLRISE DR.,1,100,6-Mar-14,,NO
65285,605,GOLD STAR,1900 PLAUDIT PLACE,1,98,3-Dec-13,  19  23,NO
65285,605,GOLD STAR,1900 PLAUDIT PLACE,1,99,14-May-14,15,NO
31637,605,GOLD STAR CHILI,430 W. VINE ST.,1,100,29-Oct-13,,NO
31637,605,GOLD STAR CHILI,430 W. VINE ST.,1,100,19-Mar-14,,NO
32222,605,GOLD STAR CHILI,350 FOREMAN AVE,1,100,13-Nov-13,,NO
32222,605,GOLD STAR CHILI,350 FOREMAN AVE,1,99,6-May-14,19,NO
42487,605,GOLD STAR CHILI, FAYETTE MALL,1,95,18-Jun-13,  12  13,YES
42487,605,GOLD STAR CHILI, FAYETTE MALL,2,99,27-Jun-13,19,NO
42487,605,GOLD STAR CHILI, FAYETTE MALL,2,94,27-Jun-13,  11  19,NO
42487,605,GOLD STAR CHILI, FAYETTE MALL,1,100,13-Dec-13,,NO
93421,605,GOLD STAR CHILI,3735 PALOMAR CENTER DR STE 10,1,100,3-Jul-13,,NO
93421,605,GOLD STAR CHILI,3735 PALOMAR CENTER DR STE 10,1,100,26-Dec-13,,NO
59210,605,GOLDEN BUFFET,2907 RICHMOND RD,1,91,23-Dec-13,   8  17  18  19  23,NO
59210,605,GOLDEN BUFFET,2907 RICHMOND RD,2,95,23-Dec-13,   8  18  19  23,NO
66606,605,GOLDEN CORRAL,185 E NEW CIRCLE RD,1,100,24-Feb-14,,NO
66606,605,GOLDEN CORRAL,185 E NEW CIRCLE RD,2,100,1-Apr-14,,NO
48160,605,GOLDEN WOK,3101 RICHMOND ROAD  # 302,1,96,9-Dec-13,   9  18  19,NO
62652,607,GOOD FOODS MARKET & CAFE,455 D  SOUTHLAND DRIVE,1,90,1-Aug-13,   1  15  20  33,NO
62652,607,GOOD FOODS MARKET & CAFE,455 D  SOUTHLAND DRIVE,2,98,1-Aug-13,  15  20,NO
62652,607,GOOD FOODS MARKET & CAFE,455 D  SOUTHLAND DRIVE,1,91,21-Jan-14,   3   9  15  31,NO
62652,607,GOOD FOODS MARKET & CAFE,455 D  SOUTHLAND DRIVE,2,96,21-Jan-14,   9  15  31,NO
75079,605,GOODFELLA'S PIZZA,110 N MILL STREET,1,94,20-Jun-13,  11  19,NO
75079,605,GOODFELLA'S PIZZA,110 N MILL STREET,2,99,20-Jun-13,19,NO
75079,605,GOODFELLA'S PIZZA,110 N MILL STREET,1,98,13-Dec-13,  18  20,NO
84546,605,GOODFELLAS PIZZERIA,333 S LIMESTONE,1,100,26-Aug-13,,NO
84546,605,GOODFELLAS PIZZERIA,333 S LIMESTONE,1,100,24-Jan-14,,NO
70989,607,GORDON FOODS MARKETPLACE STORE,1856 PLAUDIT PLACE,1,100,3-Dec-13,,NO
68357,605,GOURMET CAFE & CATERING,300 WEST VINE STREET # 200,1,95,15-Aug-13,  16  18  19  32,NO
68357,605,GOURMET CAFE & CATERING,300 WEST VINE STREET # 200,1,95,6-Mar-14,  17  18,NO
68357,605,GOURMET CAFE & CATERING,300 WEST VINE STREET # 200,2,99,6-Mar-14,18,NO
90207,605,GRAETER'S ICE CREAM,836 EUCLID AVE,1,100,31-Oct-13,,NO
90207,605,GRAETER'S ICE CREAM,836 EUCLID AVE,1,100,1-May-14,,NO
92948,605,GRAETER'S ICE CREAM,1925 JUSTICE DR. SUITE 180,1,96,11-Jul-13,   8  12,NO
92948,605,GRAETER'S ICE CREAM,1925 JUSTICE DR. SUITE 180,1,100,3-Feb-14,,NO
74801,605,GRAND TACO,340 E. NEW CIRCLE ROAD STE.100,2,99,6-Jun-13,15,NO
74801,605,GRAND TACO,340 E. NEW CIRCLE ROAD STE.100,1,78,4-Dec-13,   3   6   8  11  12  15  19  20  26  31,YES
74801,605,GRAND TACO,340 E. NEW CIRCLE ROAD STE.100,2,97,16-Dec-13,   2  15  18,NO
32459,605,GREAT BAGEL,396 WOODLAND AVENUE,1,98,26-Jul-13,16,NO
32459,605,GREAT BAGEL,396 WOODLAND AVENUE,1,100,30-Jan-14,,NO
31180,605,GREAT CHINA,944 WINCHESTER ROAD,1,99,12-Jul-13,19,NO
31180,605,GREAT CHINA,944 WINCHESTER ROAD,1,97,28-Feb-14,  12  18,NO
73927,605,GREAT HARVEST BREAD CO,"3735 PALOMAR CTR, STE 130",1,93,6-Jun-13,   4  17  31,NO
73927,605,GREAT HARVEST BREAD CO,"3735 PALOMAR CTR, STE 130",2,97,6-Jun-13,   4  31,NO
73927,605,GREAT HARVEST BREAD CO,"3735 PALOMAR CTR, STE 130",1,99,26-Dec-13,19,NO
64094,605,GREAT STEAK & POTATO COMPANY,3401 NICHOLASVILLE ROAD  FC-1,1,93,25-Nov-13,   3  19  23,NO
64094,605,GREAT STEAK & POTATO COMPANY,3401 NICHOLASVILLE ROAD  FC-1,2,98,25-Nov-13,  19  23,NO
48520,605,GREAT WALL CHINESE RESTAURANT,393 WALLER AVE. #14,1,98,10-Oct-13,  18  31,NO
48520,605,GREAT WALL CHINESE RESTAURANT,393 WALLER AVE. #14,1,92,2-Apr-14,   8  12  15  26  31,NO
31626,605,GREEN CORNER STAND,430 W VINE STREET,1,99,29-Oct-13,19,NO
31626,605,GREEN CORNER STAND,430 W VINE STREET,1,97,19-Mar-14,   9  19,NO
82657,605,GREEN CUSTARD A,430 W. VINE ST.,1,100,29-Oct-13,,NO
82657,605,GREEN CUSTARD A,430 W. VINE ST.,1,99,19-Mar-14,15,NO
82656,605,GREEN CUSTARD B,430 W. VINE ST.,1,100,29-Oct-13,,NO
82656,605,GREEN CUSTARD B,430 W. VINE ST.,1,99,19-Mar-14,15,NO
38434,605,GREENBRIER CC SNACK BAR,2179 BAHAMA ROAD,1,98,15-Aug-13,16,NO
31187,605,GREENBRIER COUNTRY CLUB,2179 BAHAMA ROAD,1,100,7-Jan-14,,NO
64695,605,GREEN'S CAFE,630 E NEW CIRCLE RD,1,98,23-Sep-13,12,NO
64695,605,GREEN'S CAFE,630 E NEW CIRCLE RD,1,96,6-Mar-14,   5  12,NO
63834,605,GREENTREE RESTAURANT,521 W  SHORT ST,1,100,9-Sep-13,,NO
63834,605,GREENTREE RESTAURANT,521 W  SHORT ST,1,99,19-Feb-14,31,NO
32962,605,"GREY GOOSE, THE",170 JEFFERSON ST,1,89,24-Jun-13,  11  15  17  19,YES
32962,605,"GREY GOOSE, THE",170 JEFFERSON ST,1,89,28-Jun-13,   1  11  18  20,NO
32962,605,"GREY GOOSE, THE",170 JEFFERSON ST,2,98,28-Jun-13,  18  20,NO
32962,605,"GREY GOOSE, THE",170 JEFFERSON ST,1,95,12-Dec-13,   1  19,NO
32962,605,"GREY GOOSE, THE",170 JEFFERSON ST,2,99,12-Dec-13,19,NO
33185,605,GROWING TOGETHER PRE-SCHOOL,599 LIMA DRIVE,1,99,16-Jul-13,32,NO
33185,605,GROWING TOGETHER PRE-SCHOOL,599 LIMA DRIVE,1,95,14-Jan-14,  19  20  26  32,NO
92183,605,GUCKENHEIMER TEMPURPEDIC,1000 TEMPUR WAY,1,98,17-Jul-13,   2  19,NO
92183,605,GUCKENHEIMER TEMPURPEDIC,1000 TEMPUR WAY,1,97,10-Jan-14,   8  18,NO
88877,605,GUESTHOUSE INN & SUITES,2261 ELKHORN ROAD,1,86,22-Oct-13,   1   8  13  28  31,NO
88877,605,GUESTHOUSE INN & SUITES,2261 ELKHORN ROAD,2,90,22-Oct-13,   8  13  28  31,YES
88877,605,GUESTHOUSE INN & SUITES,2261 ELKHORN ROAD,2,100,1-Nov-13,,NO
88877,605,GUESTHOUSE INN & SUITES,2261 ELKHORN ROAD,1,95,14-Apr-14,   1  19,NO
88877,605,GUESTHOUSE INN & SUITES,2261 ELKHORN ROAD,2,99,14-Apr-14,19,NO
68007,605,GUMBO YA YA,1080 SOUTH BROADWAY # 107,1,100,24-Oct-13,,NO
68007,605,GUMBO YA YA,1080 SOUTH BROADWAY # 107,1,95,18-Apr-14,11,NO
68007,605,GUMBO YA YA,1080 SOUTH BROADWAY # 107,2,100,18-Apr-14,,NO
55660,607,GYROZ EATERY,393 WALLER AVE #16,1,100,26-Aug-13,,NO
55660,607,GYROZ EATERY,393 WALLER AVE #16,1,100,31-Jan-14,,NO
33007,607,H & M MARKET,1220 N LIMESTONE ST,1,96,23-Aug-13,   8  19  31,NO
33007,607,H & M MARKET,1220 N LIMESTONE ST,1,96,17-Jan-14,  18  19  26,NO
64988,605,HALLIS ELEMENTARY SCHOOL,915 MURRAY DR. SUITE 342-354,1,98,5-Nov-13,26,NO
64988,605,HALLIS ELEMENTARY SCHOOL,915 MURRAY DR. SUITE 342-354,1,100,23-Apr-14,,NO
71769,605,HAMPTON INN - LEXINGTON,3060 LAKECREST CIRCLE,1,89,5-Jun-13,  12  13  16  17,NO
71769,605,HAMPTON INN - LEXINGTON,3060 LAKECREST CIRCLE,1,96,5-Jun-13,  12  16,NO
71769,605,HAMPTON INN - LEXINGTON,3060 LAKECREST CIRCLE,1,82,12-Dec-13,   1   3  13  26  33,NO
71769,605,HAMPTON INN - LEXINGTON,3060 LAKECREST CIRCLE,2,98,12-Dec-13,26,NO
88808,605,HAMPTON INN I-75,2251 ELKHORN RD.,1,100,17-Dec-13,,NO
68804,605,HAN WOO RI RESTAURANT,371 SOUTH LIMESTONE,1,96,25-Jun-13,1,NO
68804,605,HAN WOO RI RESTAURANT,371 SOUTH LIMESTONE,2,100,25-Jun-13,,NO
68804,605,HAN WOO RI RESTAURANT,371 SOUTH LIMESTONE,1,97,20-Dec-13,   8  18,NO
57694,605,HANANOKI JAPANESE STEAKHOUSE & SUSHI,3284 EAGLE VIEW LANE,1,97,19-Jun-13,  19  26,NO
57694,605,HANANOKI JAPANESE STEAKHOUSE & SUSHI,3284 EAGLE VIEW LANE,1,93,26-Dec-13,   6   8  15  20  32,NO
31651,605,HANNA'S ON LIME,214 SOUTH LIMESTONE STREET,2,100,9-Jul-13,,NO
31651,605,HANNA'S ON LIME,214 SOUTH LIMESTONE STREET,1,98,14-Feb-14,29,NO
78765,605,HAPPY CHINA,1301 WINCHESTER RD. #109,1,97,23-Aug-13,  12  19,NO
78765,605,HAPPY CHINA,1301 WINCHESTER RD. #109,1,88,20-Feb-14,   3   8  19  30  32  34,NO
78765,605,HAPPY CHINA,1301 WINCHESTER RD. #109,2,93,20-Feb-14,   8  19  30  32  34,NO
38575,605,HAPPY DRAGON,1510 NEWTOWN PIKE,1,94,12-Sep-13,  12  15  19  30  31,NO
38575,605,HAPPY DRAGON,1510 NEWTOWN PIKE,1,96,13-Feb-14,   8  15  19,NO
87249,605,HAPPY PANDA,117 TOWN CENTER DR,1,88,18-Jun-13,   8  12  13  15  19  29  31,NO
87249,605,HAPPY PANDA,117 TOWN CENTER DR,2,91,18-Jun-13,   8  12  15  19  29  31,NO
87249,605,HAPPY PANDA,117 TOWN CENTER DR,1,82,2-Dec-13,   1   8   9  12  15  18  19  31  33,NO
87249,605,HAPPY PANDA,117 TOWN CENTER DR,2,90,2-Dec-13,   8   9  12  15  18  19  31,NO
31197,605,HARDEE'S,2990 RICHMOND RD,1,94,11-Sep-13,  15  17  31,NO
31197,605,HARDEE'S,2990 RICHMOND RD,2,98,11-Sep-13,  15  31,NO
31197,605,HARDEE'S,2990 RICHMOND RD,1,99,10-Mar-14,15,NO
31198,605,HARDEE'S,1125 WINCHESTER ROAD,1,99,5-Jul-13,15,NO
31198,605,HARDEE'S,1125 WINCHESTER ROAD,1,98,8-Jan-14,  15  23,NO
31284,605,HARDEE'S,202 NEW CIRCLE RD,1,93,31-Jul-13,  19  27  28,NO
31284,605,HARDEE'S,202 NEW CIRCLE RD,1,97,9-Aug-13,  23  26,NO
31284,605,HARDEE'S,202 NEW CIRCLE RD,1,99,13-Jan-14,15,NO
31287,605,HARRISON ELEMENTARY SCHOOL,161 BRUCE ST,1,100,25-Sep-13,,NO
31287,605,HARRISON ELEMENTARY SCHOOL,161 BRUCE ST,1,99,25-Feb-14,15,NO
64432,605,HARTLAND HILLS,1005 TANBARK ROAD,1,100,6-Aug-13,,NO
31770,605,HARVEY'S,200 W MAIN ST,1,99,19-Jun-13,19,NO
31770,605,HARVEY'S,200 W MAIN ST,1,97,5-Nov-13,  19  26,NO
31770,605,HARVEY'S,200 W MAIN ST,1,99,15-May-14,19,NO
92623,605,HEAVENLY HAM,"171 W LOWRY LANE, SUITE 180",1,100,18-Sep-13,,NO
92623,605,HEAVENLY HAM,"171 W LOWRY LANE, SUITE 180",1,98,5-Mar-14,8,NO
31295,605,HENRY CLAY HIGH SCHOOL,2100 FONTAINE RD,1,100,15-Oct-13,,NO
31295,605,HENRY CLAY HIGH SCHOOL,2100 FONTAINE RD,1,97,20-Mar-14,  12  19,NO
90782,605,HENRY CLAYS PUBLIC HOUSE,112 N UPPER ST.,1,99,19-Jun-13,19,NO
90782,605,HENRY CLAYS PUBLIC HOUSE,112 N UPPER ST.,1,99,5-Nov-13,19,NO
90782,605,HENRY CLAYS PUBLIC HOUSE,112 N UPPER ST.,1,98,15-May-14,  19  20,NO
94973,605,HIBACHI EXPRESS,565 S LIMESTONE,1,100,1-Apr-14,,NO
64591,605,HIGH STREET NEIGHBORHOOD CENTER,228 S LIMESTONE,1,98,18-Dec-13,12,NO
32443,605,HILARY J. BOONE FACULTY CLUB,510 ROSE ST,1,100,31-Oct-13,,NO
32443,605,HILARY J. BOONE FACULTY CLUB,510 ROSE ST,1,100,31-Mar-14,,NO
62083,605,HILTON GARDEN INN,1973 PLAUDIT PLACE,1,100,1-Nov-13,,NO
62083,605,HILTON GARDEN INN,1973 PLAUDIT PLACE,1,98,26-Mar-14,  19  20,NO
32196,605,HILTON LEXINGTON DOWNTOWN,369 W. VINE STREET,1,97,19-Jun-13,  15  19  23,NO
32196,605,HILTON LEXINGTON DOWNTOWN,369 W. VINE STREET,1,98,18-Dec-13,  15  23,NO
31309,605,HILTON SUITES OF LEX GREEN,245 LEXINGTON GREEN CIRCLE,1,94,4-Dec-13,   1  15  18,NO
31309,605,HILTON SUITES OF LEX GREEN,245 LEXINGTON GREEN CIRCLE,1,94,4-Dec-13,   1  15  18,NO
31309,605,HILTON SUITES OF LEX GREEN,245 LEXINGTON GREEN CIRCLE,2,98,4-Dec-13,  15  18,NO
31310,605,HO HO CHINESE EXPRESS,255 NEW CIRCLE ROAD N.W.,1,100,28-Aug-13,,NO
31310,605,HO HO CHINESE EXPRESS,255 NEW CIRCLE ROAD N.W.,1,99,22-Jan-14,18,NO
79638,605,HOLIDAY INN EXPRESS,1000 EXPORT ST.,1,100,23-Sep-13,,NO
79638,605,HOLIDAY INN EXPRESS,1000 EXPORT ST.,1,100,31-Jan-14,,NO
81432,605,HOLIDAY INN EXPRESS,1780 SHARKEY WAY,1,98,16-Jul-13,8,NO
81432,605,HOLIDAY INN EXPRESS,1780 SHARKEY WAY,1,99,6-Jan-14,15,NO
31350,605,HOMESTEAD NURSING HOME,1608 VERSAILLES RD,1,100,3-Jun-13,,NO
31350,605,HOMESTEAD NURSING HOME,1608 VERSAILLES RD,1,100,16-Dec-13,,NO
74525,605,HOMEWOOD SUITES BY HILTON,2033 BRYANT RD,1,100,5-Jun-13,,NO
74525,605,HOMEWOOD SUITES BY HILTON,2033 BRYANT RD,1,98,26-Dec-13,6,NO
68322,605,HOMEWOOD SUITES-FOOD,249 RUCCIO WAY,1,100,19-Jul-13,,NO
68322,605,HOMEWOOD SUITES-FOOD,249 RUCCIO WAY,1,100,13-Jan-14,,NO
68322,605,HOMEWOOD SUITES-FOOD,249 RUCCIO WAY,1,100,13-Jan-14,,NO
36806,607,HONEY BAKED HAM CO. OF OHIO,2600 NICHOLASVILLE ROAD,1,96,14-Oct-13,   8  15  18,NO
36806,607,HONEY BAKED HAM CO. OF OHIO,2600 NICHOLASVILLE ROAD,1,100,1-Apr-14,,NO
45280,605,HOOTER'S,3101 RICHMOND ROAD STE 15,1,89,10-Jul-13,  11  12  19  20  27,NO
45280,605,HOOTER'S,3101 RICHMOND ROAD STE 15,2,94,10-Jul-13,  12  19  20  27,NO
45280,605,HOOTER'S,3101 RICHMOND ROAD STE 15,2,94,10-Jul-13,  12  19  20  27,NO
45280,605,HOOTER'S,3101 RICHMOND ROAD STE 15,1,94,23-Jan-14,   8  15  18  19  20,NO
65316,605,HOPE CENTER FOR WOMEN,1524 VERSAILLES ROAD,1,95,3-Jun-13,   1  20,NO
65316,605,HOPE CENTER FOR WOMEN,1524 VERSAILLES ROAD,2,99,3-Jun-13,20,NO
65316,605,HOPE CENTER FOR WOMEN,1524 VERSAILLES ROAD,1,99,27-Dec-13,23,NO
59335,607,HORSE PARK TRAVEL CENTER (HUNT BROS. PIZZA),4560 IRON WORKS PIKE,1,94,24-Sep-13,  13  19  26,YES
59335,607,HORSE PARK TRAVEL CENTER (HUNT BROS. PIZZA),4560 IRON WORKS PIKE,2,97,24-Sep-13,  19  26,NO
59335,607,HORSE PARK TRAVEL CENTER (HUNT BROS. PIZZA),4560 IRON WORKS PIKE,1,99,18-Nov-13,31,NO
59335,607,HORSE PARK TRAVEL CENTER (HUNT BROS. PIZZA),4560 IRON WORKS PIKE,2,99,18-Nov-13,31,NO
59335,607,HORSE PARK TRAVEL CENTER (HUNT BROS. PIZZA),4560 IRON WORKS PIKE,2,99,18-Nov-13,31,NO
31361,605,HORSESHOES SALOON & STEAKHOUSE,1987 NORTH BROADWAY,1,93,13-Nov-13,  12  18  19  26  30,NO
67893,605,HUARACHE PIZZA,1316 RUSSELL CAVE RD.,2,94,17-Jun-13,   8  29  30  31,NO
67893,605,HUARACHE PIZZA,1316 RUSSELL CAVE RD.,1,95,12-Nov-13,   2  12  15  31,NO
63591,605,"HUB COFFEE HOUSE & CAFE, THE",140 E MAIN STREET,1,99,12-Sep-13,15,NO
63591,605,"HUB COFFEE HOUSE & CAFE, THE",140 E MAIN STREET,1,95,19-Feb-14,   1  15,NO
63591,605,"HUB COFFEE HOUSE & CAFE, THE",140 E MAIN STREET,2,99,19-Feb-14,15,NO
94256,605,"HUB HOLDING COMPANY, LLC, THE",153 TRADE ST. STE 120,1,95,13-Nov-13,  15  19  26  31,NO
36200,605,HUGH JASS BURGERS,"395 SOUTH LIMESTONE, STE. 110",1,95,9-Jul-13,   1  15,NO
36200,605,HUGH JASS BURGERS,"395 SOUTH LIMESTONE, STE. 110",2,99,9-Jul-13,15,NO
36200,605,HUGH JASS BURGERS,"395 SOUTH LIMESTONE, STE. 110",1,99,9-Jan-14,19,NO
31367,605,HUNAN RESTAURANT,115 SOUTHLAND DRIVE,1,73,20-Sep-13,   3   4   5   8  11  15  18  19  20  23  26  29  30  31,YES
31367,605,HUNAN RESTAURANT,115 SOUTHLAND DRIVE,2,98,30-Sep-13,  15  32,NO
31367,605,HUNAN RESTAURANT,115 SOUTHLAND DRIVE,1,88,4-Mar-14,   8   9  16  18  19  20  26  30,NO
78800,605,HYATT PLACE FOOD SERVICE,2001 BRYANT ROAD,2,98,26-Dec-13,5,NO
