business_id,name,address,city,state
30691,GRIFFIN GATE MARRIOTT RESORT AND SPA,,Lexington,KY
33185,GROWING TOGETHER PRE-SCHOOL,,Lexington,KY
92183,GUCKENHEIMER TEMPURPEDIC,,Lexington,KY
88877,GUESTHOUSE INN & SUITES,,Lexington,KY
68007,GUMBO YA YA,,Lexington,KY
55660,GYROZ EATERY,,Lexington,KY
33007,H & M MARKET,,Lexington,KY
64988,HALLIS ELEMENTARY SCHOOL,,Lexington,KY
71769,HAMPTON INN - LEXINGTON,,Lexington,KY
88808,HAMPTON INN I-75,,Lexington,KY
68804,HAN WOO RI RESTAURANT,,Lexington,KY
57694,HANANOKI JAPANESE STEAKHOUSE & SUSHI,,Lexington,KY
31651,HANNA'S ON LIME,,Lexington,KY
78765,HAPPY CHINA,,Lexington,KY
38575,HAPPY DRAGON,,Lexington,KY
87249,HAPPY PANDA,,Lexington,KY
31197,HARDEE'S,,Lexington,KY
31198,HARDEE'S,,Lexington,KY
31284,HARDEE'S,,Lexington,KY
31287,HARRISON ELEMENTARY SCHOOL,,Lexington,KY
64432,HARTLAND HILLS,,Lexington,KY
31770,HARVEY'S,,Lexington,KY
92623,HEAVENLY HAM,,Lexington,KY
91842,HENRY CLAY BASEBALL BOOSTER'S,,Lexington,KY
31295,HENRY CLAY HIGH SCHOOL,,Lexington,KY
90782,HENRY CLAYS PUBLIC HOUSE,,Lexington,KY
94973,HIBACHI EXPRESS,,Lexington,KY
64591,HIGH STREET NEIGHBORHOOD CENTER,,Lexington,KY
32443,HILARY J. BOONE FACULTY CLUB,,Lexington,KY
62083,HILTON GARDEN INN,,Lexington,KY
32196,HILTON LEXINGTON DOWNTOWN,,Lexington,KY
31309,HILTON SUITES OF LEX GREEN,,Lexington,KY
31310,HO HO CHINESE EXPRESS,,Lexington,KY
79638,HOLIDAY INN EXPRESS,,Lexington,KY
81432,HOLIDAY INN EXPRESS,,Lexington,KY
31350,HOMESTEAD NURSING HOME,,Lexington,KY
95454,HOMETOWN MANOR OF LEXINGTON,,Lexington,KY
74525,HOMEWOOD SUITES BY HILTON,,Lexington,KY
68322,HOMEWOOD SUITES-FOOD,,Lexington,KY
36806,HONEY BAKED HAM CO. OF OHIO,,Lexington,KY
45280,HOOTER'S,,Lexington,KY
65316,HOPE CENTER FOR WOMEN,,Lexington,KY
59335,HORSE PARK TRAVEL CENTER (HUNT BROS. PIZZA),,Lexington,KY
95369,HORSEPARK BP,,Lexington,KY
31361,HORSESHOES SALOON & STEAKHOUSE,,Lexington,KY
67893,HUARACHE PIZZA,,Lexington,KY
63591,"HUB COFFEE HOUSE & CAFE, THE",,Lexington,KY
94256,"HUB HOLDING COMPANY, LLC, THE",,Lexington,KY
36200,HUGH JASS BURGERS,,Lexington,KY
31367,HUNAN RESTAURANT,,Lexington,KY
78800,HYATT PLACE FOOD SERVICE,,Lexington,KY
71881,HYATT PREP KITCHEN,,Lexington,KY
31369,HYATT REGENCY/MAIN KITCHEN,,Lexington,KY
69226,I CHING ASIAN WITH ATTITUDE,,Lexington,KY
31465,IDLE HOUR COUNTRY CLUB,,Lexington,KY
31467,IDLE HOUR SNACK BAR,,Lexington,KY
75988,IHOP RESTAURANT,,Lexington,KY
79974,IMAGINATION STATION EARLY LEARNING LEXINGTON,,Lexington,KY
31469,IMMANUEL BAPTIST CHURCH,,Lexington,KY
38744,INDI'S FAST FOOD,,Lexington,KY
93771,INNOVATION STATION,,Lexington,KY
49479,INTERMEZZO CAFE,,Lexington,KY
63646,IPALAPA'S,,Lexington,KY
74274,IRON CHEF,,Lexington,KY
31476,IROQUOIS HUNT CLUB,,Lexington,KY
81252,J.J. MC BREWSTER'S,,Lexington,KY
63380,JACKPOT BINGO SNACKBAR,,Lexington,KY
90691,JACOBS CAFETERIA (HOPE CENTER),,Lexington,KY
94476,JALAPENOS,,Lexington,KY
32485,JALAPENO'S,,Lexington,KY
54852,JALAPENO'S RESTAURANT,,Lexington,KY
78254,JAMBA JUICE,,Lexington,KY
90794,JAMBA JUICE,,Lexington,KY
31486,JAMES LANE ALLEN ELEM SCHOOL,,Lexington,KY
55701,JASMINE RICE THAI RESTAURANT,,Lexington,KY
92518,"JAX, THE",,Lexington,KY
31693,"JAZZY G'S BAR & GRILL, LLC",,Lexington,KY
92381,JDI GRILLE & TAVERN,,Lexington,KY
75702,JEAN FARRIS WINERY,,Lexington,KY
31499,JESSE CLARK MIDDLE SCHOOL,,Lexington,KY
59138,JET'S PIZZA,,Lexington,KY
74601,JET'S PIZZA,,Lexington,KY
88473,JET'S PIZZA,,Lexington,KY
94938,JET'S PIZZA,,Lexington,KY
93836,JIMMY JOHNS,,Lexington,KY
30950,JIMMY JOHN'S,,Lexington,KY
64873,JIMMY JOHN'S,,Lexington,KY
80476,JIMMY JOHN'S,,Lexington,KY
87515,JIMMY JOHN'S,,Lexington,KY
89773,JIMMY JOHN'S,,Lexington,KY
35840,JIMMY JOHN'S GOURMET SANDWICH,,Lexington,KY
75992,JIMMY JOHN'S SANDWICH SHOP,,Lexington,KY
69008,JIMMY JOHN'S SHOP,,Lexington,KY
69163,JIN JIN CHINESE RESTAURANT,,Lexington,KY
38962,JOE BOLOGNA RESTAURANT,,Lexington,KY
48396,JOSEPH BETH BOOKSELLERS INC.,,Lexington,KY
32267,JOSIE'S GRAB N GO,,Lexington,KY
31508,JOYLAND BOWL,,Lexington,KY
32511,JULEP CUP AT THE WOODLANDS,,Lexington,KY
31519,JULIUS MARKS ELEMENTARY SCHOOL,,Lexington,KY
74909,JUMP START ENRICHMENT PROGRAM,,Lexington,KY
76416,KARE BEARS,,Lexington,KY
93864,KARE BEARS,,Lexington,KY
62729,KASP AUCTION,,Lexington,KY
40751,KEARNEY HILLS GOLF CONCESSION STAND,,Lexington,KY
73839,KEBAB MANIA,,Lexington,KY
30690,KEENELAND 2ND FLOOR CLUB/BAR,,Lexington,KY
31530,KEENELAND 3RD FLOOR CLUB/BAR,,Lexington,KY
44228,KEENELAND CORPORATE BOX,,Lexington,KY
58718,KEENELAND ENTERTAINMENT CENTER,,Lexington,KY
31534,KEENELAND LEX/KY ROOM,,Lexington,KY
31533,KEENELAND MAIN KITCHEN/GRNDSTD,,Lexington,KY
74859,KEENELAND SALES PAVILION,,Lexington,KY
31532,KEENELAND STAND #111,,Lexington,KY
63594,KEENELAND STAND #112,,Lexington,KY
31527,KEENELAND STAND #114,,Lexington,KY
31536,KEENELAND STAND #115,,Lexington,KY
31538,KEENELAND STAND #117,,Lexington,KY
31537,KEENELAND STAND #119,,Lexington,KY
32463,KEENELAND STAND #120,,Lexington,KY
31531,KEENELAND STAND #122,,Lexington,KY
61339,KEENELAND STAND #209,,Lexington,KY
31539,KEENELAND STAND #211,,Lexington,KY
31526,KEENELAND STAND #213,,Lexington,KY
31540,KEENELAND STAND #214,,Lexington,KY
31529,KEENELAND STAND #310,,Lexington,KY
31528,KEENELAND STAND #311,,Lexington,KY
31541,KEENELAND STAND #312,,Lexington,KY
31542,KEENELAND STAND 314 & BLUEGRASS RM,,Lexington,KY
31543,KEENELAND TRACK KITCHEN,,Lexington,KY
65435,KENTUCKY ALE TAP ROOM,,Lexington,KY
90472,KENTUCKY ALE TAP ROOM,,Lexington,KY
64847,KENTUCKY BASKETBALL ACADEMY,,Lexington,KY
45109,KENTUCKY BRATS & DOGS,,Lexington,KY
31625,KENTUCKY CATTLEMEN,,Lexington,KY
31546,KENTUCKY FRIED CHICKEN,,Lexington,KY
31547,KENTUCKY FRIED CHICKEN,,Lexington,KY
31549,KENTUCKY FRIED CHICKEN,,Lexington,KY
31582,KENTUCKY FRIED CHICKEN,,Lexington,KY
31585,KENTUCKY FRIED CHICKEN,,Lexington,KY
33170,KENTUCKY FRIED CHICKEN,,Lexington,KY
62727,KENTUCKY INDOOR SOCCER & SPORTS,,Lexington,KY
30775,"KETCH, THE",,Lexington,KY
63019,KIDS AVENUE,,Lexington,KY
64768,KID'S CAFE,,Lexington,KY
31617,KID'S HOUSE CHILDCARE CENTER,,Lexington,KY
62191,"KIDS KARE, INC.",,Lexington,KY
48565,KID'S PLACE SNACK SHACK,,Lexington,KY
61674,KIDS R KIDS,,Lexington,KY
56507,KIDS 'R' KIDS,,Lexington,KY
80467,KIDS UNLIMITED,,Lexington,KY
68005,KIDS UNLIMITED LEARNING CTR,,Lexington,KY
30573,KIDS-N-KAPERS NURSERY,,Lexington,KY
96054,"KIDZ CLUB, THE",,Lexington,KY
77853,KIDZ KONNECTION CHILD CARE,,Lexington,KY
31554,KINDER CARE LEARNING CTR #936,,Lexington,KY
31553,KINDER CARE LEARNING CTR #963,,Lexington,KY
31556,KINDERCARE NURSERY,,Lexington,KY
52248,KING OF FOOD,,Lexington,KY
57053,KING TUT'S MEDITERRANEAN GRILL,,Lexington,KY
94387,KINGDOM CHRISTIAN ACADEMY,,Lexington,KY
83492,KNOB CREEK BOURBON LOUNGE,,Lexington,KY
62568,KOBE STONEGRILL & SUSHI HOUSE,,Lexington,KY
59139,KOREANA RESTAURANT,,Lexington,KY
31562,KROGER L-352,,Lexington,KY
50117,KROGER L-359,,Lexington,KY
31565,KROGER L-361,,Lexington,KY
40343,KROGER L-371,,Lexington,KY
33271,KROGER L-407,,Lexington,KY
32204,KROGER L-720,,Lexington,KY
44650,KROGER L-721,,Lexington,KY
67895,KROGER L-737,,Lexington,KY
83293,KROGER L-767,,Lexington,KY
79572,KROGER L-768,,Lexington,KY
66977,KY FRIED CHICKEN-PIZZA HUT,,Lexington,KY
84099,KY HORSE PARK ALL TECH #3,,Lexington,KY
92999,KY HORSE PARK ALLTECH #1,,Lexington,KY
92998,KY HORSE PARK ALLTECH #2,,Lexington,KY
84100,KY HORSE PARK ALLTECH #4,,Lexington,KY
92997,KY HORSE PARK ALLTECH #5,,Lexington,KY
84098,KY HORSE PARK ALLTECH COMMISSARY,,Lexington,KY
36088,KY HORSE PARK CLUBHOUSE,,Lexington,KY
92995,KY HORSE PARK ROLEX #1,,Lexington,KY
92996,KY HORSE PARK ROLEX #2,,Lexington,KY
63153,LA CABANA,,Lexington,KY
94803,LA CASA DE MI PADRE,,Lexington,KY
31132,LA CUEVA BAR & GRILL LLC,,Lexington,KY
59609,LA GUADALUPANA,,Lexington,KY
70695,LA ISLA DEL ENCANTO CUISINE,,Lexington,KY
63640,LA MARQUESA,,Lexington,KY
43559,LA PETITE ACADEMY,,Lexington,KY
85934,LA PETITE CREPERIE,,Lexington,KY
88182,LA PRINCESA SUPER MARCADO,,Lexington,KY
31007,LA UNICA,,Lexington,KY
31595,LAFAYETTE AT COUNTRY PLACE,,Lexington,KY
31597,LAFAYETTE CHILD CARE,,Lexington,KY
31600,LAFAYETTE HIGH SCHOOL,,Lexington,KY
90689,LAFAYETTE HS SOFTBALL CONCESSION,,Lexington,KY
31602,LAKESIDE GOLF COURSE SNACK BAR,,Lexington,KY
31605,LANSDOWNE ELEMENTARY SCHOOL,,Lexington,KY
94230,"LANTERN AT MORNING POINTE OF LEXINGTON, THE",,Lexington,KY
69296,LE DEAUVILLE,,Lexington,KY
49170,LE MATIN BAKERY & ZUNI CAFE,,Lexington,KY
84319,LEARN AND GROW ACADEMY,,Lexington,KY
31652,LEARNING CENTER OF LINLEE,,Lexington,KY
76026,"LEARNING EXPERIENCE, THE",,Lexington,KY
31067,LEE'S FAM. RECI. CHICKEN #7470,,Lexington,KY
31069,LEE'S FAM. RECI. CHICKEN #7472,,Lexington,KY
31610,LEE'S FAM. RECI. CHICKEN #7474,,Lexington,KY
75308,LEE'S GARDEN,,Lexington,KY
75979,LEE'S GARDEN,,Lexington,KY
31612,LEESTOWN MIDDLE SCHOOL,,Lexington,KY
31635,LEX CNTR CORP - MAIN COMMISSARY,,Lexington,KY
31636,LEX CNTR CORP MAIN EXPOSITION CENTER,,Lexington,KY
51713,LEXINGTON BAPTIST TEMPLE DAYCARE,,Lexington,KY
63151,LEXINGTON BEERWORKS,,Lexington,KY
31648,LEXINGTON C.C. SUMMER HOUSE,,Lexington,KY
90416,LEXINGTON CATHOLIC H.S. BASEBALL CONCESSION,,Lexington,KY
62815,LEXINGTON CATHOLIC HIGH SCHOOL,,Lexington,KY
65010,LEXINGTON CATHOLIC HIGH SCHOOL,,Lexington,KY
31619,LEXINGTON CATHOLIC SR HIGH,,Lexington,KY
31639,LEXINGTON COUNTRY CLUB,,Lexington,KY
31640,LEXINGTON COUNTRY PLACE,,Lexington,KY
90339,LEXINGTON COURTYARD,,Lexington,KY
69339,LEXINGTON DINER,,Lexington,KY
72011,LEXINGTON FAIRFIELD INN,,Lexington,KY
40951,LEXINGTON GREEN MOVIES 8,,Lexington,KY
31641,LEXINGTON ICE CENTER,,Lexington,KY
58584,LEXINGTON JUNIOR ACADEMY,,Lexington,KY
31140,LEXINGTON RESCUE MISSION,,Lexington,KY
87962,LEXINGTON RESCUE MISSION THRIFT STORE,,Lexington,KY
86108,LEXINGTON RESIDENCE INN,,Lexington,KY
62513,"LEXINGTON ROOSTERS, LLC",,Lexington,KY
31643,"LEXINGTON SCHOOL, THE",,Lexington,KY
77815,LEXINGTON SEAFOOD MARKET,,Lexington,KY
30883,LEXINGTON TENNIS CLUB SNACKBAR,,Lexington,KY
31649,LEXINGTON TRADITIONAL MAGNET SCHOOL,,Lexington,KY
93890,LEXMARK CENTER FOR CHILDREN,,Lexington,KY
85076,LEXUS DEALERSHOP,,Lexington,KY
82073,LIBERTY ELEMENTARY SCHOOL,,Lexington,KY
63161,LIBERTY RIDGE SENIOR LIVING,,Lexington,KY
77785,"LIGHTHOUSE MINISTRIES, INC.",,Lexington,KY
66979,LIMESTONE BLUE,,Lexington,KY
30874,LINKBELT,,Lexington,KY
31690,LIQUOR BARN,,Lexington,KY
72763,LIQUOR BARN,,Lexington,KY
54922,LIQUOR BARN @ CORNER DELI,,Lexington,KY
48865,LITTLE CAESAR'S PIZZA,,Lexington,KY
62854,LITTLE CAESAR'S PIZZA,,Lexington,KY
66936,LITTLE CAESAR'S PIZZA,,Lexington,KY
74414,LITTLE CAESAR'S PIZZA,,Lexington,KY
43021,LITTLE CAESAR'S PIZZA #1584,,Lexington,KY
55899,LITTLE RASCALS,,Lexington,KY
31760,LITTLE WONDER'S DAYCARE OF LEXINGTON,,Lexington,KY
75331,"LOCAL TACO, THE",,Lexington,KY
63097,LOGAN'S ROADHOUSE,,Lexington,KY
32481,LOGAN'S ROADHOUSE RESTAURANT,,Lexington,KY
74940,LOGAN'S ROADHOUSE RESTAURANT,,Lexington,KY
31711,LONG JOHN SILVER'S #11,,Lexington,KY
31701,LONG JOHN SILVER'S #12,,Lexington,KY
31710,LONG JOHN SILVER'S /A&W #9,,Lexington,KY
61454,LONGHORN STEAK HOUSE #5187,,Lexington,KY
81926,LOTS OF LOVE LEARNING CENTER,,Lexington,KY
31725,LOUDON SQUARE BUFFET,,Lexington,KY
45453,LUCKY HIBACHI BUFFET,,Lexington,KY
33179,LUNDY'S OF LEXINGTON,,Lexington,KY
31736,LYNAGH'S,,Lexington,KY
32517,LYNAGH'S SHAMROCK BAR & GRILL,,Lexington,KY
55898,LYSA SOCCERPLEX,,Lexington,KY
86979,MAD MUSHROOM OF CLAYS MILL INC,,Lexington,KY
55735,MAD MUSHROOM PIZZA,,Lexington,KY
50321,MAGEE'S BAKERY,,Lexington,KY
83433,MAI THAI RESTAURANT,,Lexington,KY
31628,MAIN EXPOSITION (EAST),,Lexington,KY
86711,MAIN PANTRY,,Lexington,KY
87028,MAIN STREET DELI,,Lexington,KY
31744,MALABU PUB AND GRILLE,,Lexington,KY
94829,MALIBU JACK'S,,Lexington,KY
64612,MALONE'S,,Lexington,KY
81350,MALONE'S,,Lexington,KY
59830,MALONE'S - DRAKE'S,,Lexington,KY
78857,MAN O'WAR FOUNDATION FARMHOUSE,,Lexington,KY
57693,MANCINO'S,,Lexington,KY
74990,MANDARIN,,Lexington,KY
31988,MARATHON - PARIS PIKE,,Lexington,KY
32973,MARATHON MART,,Lexington,KY
41125,"MARATHON, SPEAKS",,Lexington,KY
86726,MARCO'S PIZZA #1172,,Lexington,KY
77200,MARCO'S PIZZA #1226,,Lexington,KY
63423,MARIANA'S,,Lexington,KY
88423,MARIA'S KITCHEN,,Lexington,KY
32261,MARIKKA'S REST. & BIER STUBE,,Lexington,KY
31761,MARINO'S DAY CARE CENTER,,Lexington,KY
68766,MARISSA'S COCINA ECONOMICA,,Lexington,KY
67546,"MARK JENSEN CATERING, LLC",,Lexington,KY
44287,MARRIOTT 19TH HOLE @ GRIFFIN GATE,,Lexington,KY
69424,MARRIOTT RESIDENCE INN -FOOD,,Lexington,KY
63536,MARTIN LUTHER KING ACADEMY,,Lexington,KY
41853,MARTINE'S,,Lexington,KY
57081,MARY QUEEN HOLY ROSARY SCHOOL,,Lexington,KY
31763,MARY TODD ELEMENTARY SCHOOL,,Lexington,KY
56509,MASALA INDIAN CUISINE,,Lexington,KY
31765,MAXWELL ELEMENTARY SCHOOL,,Lexington,KY
43424,MAXWELL ST. PRESBYTERIAN CHUR.,,Lexington,KY
31768,MAYFAIR MANOR,,Lexington,KY
31769,MAYFAIR VILLAGE,,Lexington,KY
90195,MC ALISTER'S DELI,,Lexington,KY
54985,MCCARTHY'S IRISH BAR,,Lexington,KY
31771,MCDONALD'S,,Lexington,KY
31774,MCDONALD'S,,Lexington,KY
31776,MCDONALD'S,,Lexington,KY
31778,MCDONALD'S,,Lexington,KY
40357,MCDONALD'S,,Lexington,KY
56836,MCDONALD'S,,Lexington,KY
61196,MCDONALD'S,,Lexington,KY
62236,MCDONALD'S,,Lexington,KY
63424,MCDONALD'S,,Lexington,KY
64638,MCDONALD'S,,Lexington,KY
71210,MCDONALD'S,,Lexington,KY
95900,MCDONALD'S,,Lexington,KY
31777,MCDONALD'S #6111,,Lexington,KY
31772,MCDONALD'S #989,,Lexington,KY
42873,MCDONALD'S RESTAURANT,,Lexington,KY
31773,MCDONALD'S RESTAURANT #1231,,Lexington,KY
31780,MEADOWTHORPE CAFE,,Lexington,KY
31781,MEADOWTHORPE ELEM SCHOOL,,Lexington,KY
31973,MEALS ON WHEELS,,Lexington,KY
65872,MEGAMINDS EDUCARE,,Lexington,KY
63204,MEIJER #184,,Lexington,KY
63445,MEIJER GAS STATION #184,,Lexington,KY
60843,MEIJER GREAT LAKES #161 - GAS,,Lexington,KY
60841,MEIJER GREAT LAKES LP #161,,Lexington,KY
69920,MELLOW MUSHROOM,,Lexington,KY
81072,"MELTING POT, THE",,Lexington,KY
31976,MERRICK INN,,Lexington,KY
92993,MI MEXICO RESTAURANT,,Lexington,KY
45726,MI PEQUENA HACIENDA,,Lexington,KY
85262,MICROTEL INN,,Lexington,KY
31193,"MIDWAY FOOD MART, DBA, WILLMORE FAMILY MARKET",,Lexington,KY
51398,MILK AND HONEY PRESCHOOL,,Lexington,KY
31983,MILLCREEK ELEMENTARY SCHOOL,,Lexington,KY
31985,MINI MART DELI & GROCERY,,Lexington,KY
88572,MINI MOVERS LEARNING CENTER,,Lexington,KY
32467,MIRACLES & WONDERS PLAY & LEARN CNTR,,Lexington,KY
86012,MIRACLES & WONDERS PLAY/LEARN,,Lexington,KY
94143,MISSY'S PIE SHOP,,Lexington,KY
44452,"MIYAKO, LLC",,Lexington,KY
43115,MOE'S SOUTHWEST GRILL,,Lexington,KY
76793,MOE'S SOUTHWESTERN GRILL,,Lexington,KY
80175,MOLLY BROOKES IRISH BAR,,Lexington,KY
84976,MONKEY JOE'S,,Lexington,KY
89867,MORNING POINTE OF LEXINGTON,,Lexington,KY
93419,MORNING POINTE OF LEXINGTON EAST,,Lexington,KY
32011,MORTON MIDDLE SCHOOL,,Lexington,KY
30894,"MOUSE TRAP, THE",,Lexington,KY
86039,MOVEABLE FEAST,,Lexington,KY
40797,MOVIE TAVERN,,Lexington,KY
71063,MR KABAB,,Lexington,KY
49749,MR. KAN'S CHINESE FOOD,,Lexington,KY
71366,"MTANI CATERING, LLC",,Lexington,KY
35696,MURPHY'S BAR & GRILL,,Lexington,KY
87712,NAT,,Lexington,KY
65526,NATASHA'S CAFE,,Lexington,KY
32508,NATICAKES,,Lexington,KY
40798,NATIONAL ACADEMY,,Lexington,KY
94120,NATIONAL PROVISIONS,,Lexington,KY
44731,NEIGHBORHOOD GROCERY,,Lexington,KY
47076,NELL'S DINER,,Lexington,KY
94390,"NEST, THE",,Lexington,KY
71470,NEW CHINA KITCHEN,,Lexington,KY
93683,"NEW CREATION CHILDCARE, LLC",,Lexington,KY
78803,NEW HOPE CENTER FOR MEN,,Lexington,KY
68201,NEW SUSHI EXPRESS,,Lexington,KY
82212,NEWTOWN PIKE FOODMART,,Lexington,KY
87131,NICK RYAN'S SALOON,,Lexington,KY
31708,NOODLES AND COMPANY,,Lexington,KY
91605,NORTH LIME COFFEE AND DONUTS,,Lexington,KY
64920,NORTH STAR ACADEMY,,Lexington,KY
55166,NORTHERN CAL RIPKIN,,Lexington,KY
32034,NORTHERN ELEMENTARY SCHOOL,,Lexington,KY
37812,NORTHPOINT HEALTHCARE CENTER,,Lexington,KY
32304,"NU MOON, THE",,Lexington,KY
71495,NUTRIMAX SMOOTHIES,,Lexington,KY
49234,OASIS MEDITERRANIAN  CAFE,,Lexington,KY
62320,O'CHARLEY'S # 289,,Lexington,KY
32037,O'CHARLEY'S #209,,Lexington,KY
32038,O'CHARLEY'S #212,,Lexington,KY
32040,OFFICE LOUNGE,,Lexington,KY
61793,OLD CHICAGO,,Lexington,KY
31740,"OLD SAN SUAN, CUBAN CUISINE",,Lexington,KY
87961,OLE' HOOKERS BAR AND GRILL,,Lexington,KY
32042,OLEIKA SHRINE TEMPLE,,Lexington,KY
34288,OLIVE GARDEN ITAL. REST. #1320,,Lexington,KY
30776,O'NEILL'S,,Lexington,KY
34275,ORANGE LEAF,,Lexington,KY
89705,ORANGE LEAF,,Lexington,KY
86899,ORANGE LEAF - SELF SERVE FROZE,,Lexington,KY
61335,ORANGE LEAF (BRIGHTON),,Lexington,KY
49212,ORANGE LEAF FROZEN YOGURT,,Lexington,KY
74975,"ORIGINAL BROOKLYN PIZZA, THE",,Lexington,KY
32046,ORIGINAL GREAT AMERICAN COOKIES,,Lexington,KY
94962,ORLANDO'S,,Lexington,KY
60694,OUR HOUSE @ THE PINNACLE CHILDCARE,,Lexington,KY
53663,OUR MAGIC YEARS CHILDCARE CTR.,,Lexington,KY
41646,OUTBACK STEAKHOUSE,,Lexington,KY
66667,"OUTBACK STEAKHOUSE OF FLORIDA, LLC",,Lexington,KY
38324,OWL HOOT SHOP,,Lexington,KY
42658,P L DUNBAR HIGH SCHOOL,,Lexington,KY
75859,P.F. CHANG'S CHINA BISTRO,,Lexington,KY
32050,PAISANO'S RESTAURANT,,Lexington,KY
31590,PALMER'S FRESH GRILL,,Lexington,KY
69853,PANADERIA AGUASCALIENTES,,Lexington,KY
80453,PANADERIA TORRION,,Lexington,KY
96075,PANCHITOS ICE CREAM #2,,Lexington,KY
85725,PANCHITO'S ICE CREAM. LLC.,,Lexington,KY
75980,PANDA CUISINE,,Lexington,KY
87430,PANDA EXPRESS #2113,,Lexington,KY
88010,PANDA EXPRESS @ UK STUDENT CENTER,,Lexington,KY
73694,PANERA BREAD #1018,,Lexington,KY
76650,PANERA BREAD #1176,,Lexington,KY
41379,PANERA BREAD #825,,Lexington,KY
62657,PAPA JOHNS  # 18,,Lexington,KY
59875,PAPA JOHN'S #29,,Lexington,KY
62733,PAPA JOHN'S PIZZA #1449,,Lexington,KY
49867,PAPA JOHN'S PIZZA #32,,Lexington,KY
46294,PAPA JOHN'S PIZZA #40,,Lexington,KY
43483,PAPA JOHN'S PIZZA #54,,Lexington,KY
32398,PAPA JOHN'S PIZZA #88,,Lexington,KY
44915,PAPA MURPHY'S,,Lexington,KY
90382,PAPA MURPHY'S,,Lexington,KY
31300,PAPER PLATE,,Lexington,KY
72019,PARK EARLY CHILDHOOD CENTER,,Lexington,KY
32054,PARKETTE,,Lexington,KY
49132,PARKHILL SUBWAY,,Lexington,KY
82152,PARKS & REC. CATERING KITCHEN,,Lexington,KY
89322,PARLAY SOCIAL,,Lexington,KY
32470,PATCHEN PUB,,Lexington,KY
82226,PAULIE'S TOASTED BARRELL,,Lexington,KY
63726,PAZZO'S,,Lexington,KY
34281,PDQ DELI AND GROCERY,,Lexington,KY
68008,PEKING CAFE,,Lexington,KY
57009,PENN STATION,,Lexington,KY
59336,PENN STATION,,Lexington,KY
64911,PENN STATION,,Lexington,KY
66328,PENN STATION,,Lexington,KY
64916,PEPE'S MEXICAN RESTAURANT,,Lexington,KY
85742,PEPE'S MEXICAN RESTAURANT,,Lexington,KY
32161,PEPPERHILL PRE-SCHOOL,,Lexington,KY
79541,PEPPERS MEXICAN GRILL,,Lexington,KY
31408,PETE'S WOK,,Lexington,KY
30695,PHILLIP'S GROCERY & DELI,,Lexington,KY
68612,PHO BC,,Lexington,KY
95259,PHO SAIGON,,Lexington,KY
32484,PI PIZZA COMPANY,,Lexington,KY
32164,PICADOME ELEMENTARY SCHOOL,,Lexington,KY
78537,PIER 99 RESTAURANT & BAR,,Lexington,KY
32424,PIMLICO MANOR,,Lexington,KY
43023,PINE MEADOWS HEALTH CARE,,Lexington,KY
95457,PINOT'S PALETTE,,Lexington,KY
78063,PITA SOCIAL,,Lexington,KY
93457,PITA SOCIAL,,Lexington,KY
67608,PIZZA HUT # 2969,,Lexington,KY
32174,PIZZA HUT #2966,,Lexington,KY
32182,PIZZA HUT #2967,,Lexington,KY
43813,PIZZA HUT #2968,,Lexington,KY
44885,PIZZA HUT #2970,,Lexington,KY
68564,PIZZA HUT #2972,,Lexington,KY
43877,PLANET THAI,,Lexington,KY
54106,PLATINUM PLUS,,Lexington,KY
77156,POLO CLUB CAFE,,Lexington,KY
41508,PORTER MEMORIAL BAPTIST CHURCH,,Lexington,KY
36048,PORTOFINO,,Lexington,KY
81615,PUCCINIS,,Lexington,KY
72188,PUCCINI'S PIZZA,,Lexington,KY
80843,PUCCINI'S SMILING TEETH,,Lexington,KY
31293,PUDDLE JUMPERS LEARNING CENTER,,Lexington,KY
89396,PULSE NIGHTLIFE,,Lexington,KY
31632,PURPLE CONCOURSE #3,,Lexington,KY
31630,PURPLE CONCOURSE #4,,Lexington,KY
66326,QDOBA MEXICAN GRILL #2080,,Lexington,KY
31232,QDOBA MEXICAN GRILL #2086,,Lexington,KY
73821,QDOBA MEXICAN GRILL #2294,,Lexington,KY
81053,QDOBA MEXICAN GRILL #2521,,Lexington,KY
81476,QDOBA MEXICAN GRILL #2524,,Lexington,KY
68382,QUEST COMMUNITY CHURCH COFFEE SHOP,,Lexington,KY
57232,QUINN CHAPEL CHILD CARE CENTER,,Lexington,KY
82838,QUIZNOS SUBS,,Lexington,KY
32294,R & R ENTERTAINMENT,,Lexington,KY
93539,R.J. CORMAN LEXINGTON DINNER TRAIN,,Lexington,KY
42004,RACQUET CLUB BAR & GRILL,,Lexington,KY
62842,RAFFERTY'S,,Lexington,KY
32198,RAFFERTY'S RESTAURANT & BAR,,Lexington,KY
32199,RAFSKELLER @ TRANSYLVANIA UNIVERSITY,,Lexington,KY
86699,RAHUL FOOD & SPICES,,Lexington,KY
48161,RAISING CANE'S CHICKEN FINGERS,,Lexington,KY
79020,RAISING CANE'S CHICKEN FINGERS,,Lexington,KY
79179,RAISING CANE'S CHICKEN FINGERS,,Lexington,KY
42656,RALLY'S # 25,,Lexington,KY
32201,RALLY'S #22,,Lexington,KY
36635,RALLY'S #23,,Lexington,KY
49868,RALLY'S #27,,Lexington,KY
61341,RAMSEY'S,,Lexington,KY
63058,RAMSEY'S,,Lexington,KY
65709,RAMSEY'S COMMISSARY,,Lexington,KY
94633,RAMSEY'S RESTAURANT,,Lexington,KY
