Est Number,Premise Name,Premise Address 1,Status,Inspection Type,Score,Inspection Date,Violation List,Followup Required,Opening Date
84099.0,KY HORSE PARK ALL TECH #3,4089 IRON WORKS PIKE,ACTIVE,1.0,98.0,2015-06-19,  12,NO,2009-07-17
84099.0,KY HORSE PARK ALL TECH #3,4089 IRON WORKS PIKE,ACTIVE,1.0,100.0,2015-10-27,,NO,2009-07-17
92999.0,KY HORSE PARK ALLTECH #1,4089 IRONWORKS PIKE,ACTIVE,1.0,100.0,2015-06-19,,NO,2013-04-23
92999.0,KY HORSE PARK ALLTECH #1,4089 IRONWORKS PIKE,ACTIVE,1.0,100.0,2015-10-27,,NO,2013-04-23
92998.0,KY HORSE PARK ALLTECH #2,4089 IRONWORKS PIKE,ACTIVE,1.0,100.0,2015-06-19,,NO,2013-04-23
92998.0,KY HORSE PARK ALLTECH #2,4089 IRONWORKS PIKE,ACTIVE,1.0,100.0,2015-10-27,,NO,2013-04-23
84100.0,KY HORSE PARK ALLTECH #4,4089 IRON WORKS PIKE,ACTIVE,1.0,98.0,2015-06-19,  12,NO,2009-07-17
84100.0,KY HORSE PARK ALLTECH #4,4089 IRON WORKS PIKE,ACTIVE,1.0,100.0,2015-10-27,,NO,2009-07-17
92997.0,KY HORSE PARK ALLTECH #5,4089 IRONWORKS PIKE,ACTIVE,1.0,98.0,2015-06-19,   4,NO,2013-04-23
92997.0,KY HORSE PARK ALLTECH #5,4089 IRONWORKS PIKE,ACTIVE,1.0,100.0,2015-10-27,,NO,2013-04-23
84098.0,KY HORSE PARK ALLTECH COMMISSARY,4089 IRON WORKS PIKE,ACTIVE,1.0,100.0,2015-06-19,,NO,2009-07-17
84098.0,KY HORSE PARK ALLTECH COMMISSARY,4089 IRON WORKS PIKE,ACTIVE,1.0,98.0,2015-10-27,  15  19,NO,2009-07-17
36088.0,KY HORSE PARK CLUBHOUSE,4089 IRON WORKS PIKE,ACTIVE,1.0,96.0,2015-06-11,  17,NO,2010-09-20
36088.0,KY HORSE PARK CLUBHOUSE,4089 IRON WORKS PIKE,ACTIVE,2.0,100.0,2015-06-11,,NO,2010-09-20
36088.0,KY HORSE PARK CLUBHOUSE,4089 IRON WORKS PIKE,ACTIVE,1.0,99.0,2015-10-27,  19,NO,2010-09-20
92995.0,KY HORSE PARK ROLEX #1,4089 IRONWORKS PKWY,ACTIVE,2.0,100.0,2014-12-04,,NO,2013-04-23
92995.0,KY HORSE PARK ROLEX #1,4089 IRONWORKS PKWY,ACTIVE,1.0,100.0,2015-04-22,,NO,2013-04-23
92995.0,KY HORSE PARK ROLEX #1,4089 IRONWORKS PKWY,ACTIVE,1.0,100.0,2015-10-27,,NO,2013-04-23
92996.0,KY HORSE PARK ROLEX #2,4089 IRON WORKS PKWY,ACTIVE,2.0,100.0,2014-12-04,,NO,2013-04-23
92996.0,KY HORSE PARK ROLEX #2,4089 IRON WORKS PKWY,ACTIVE,1.0,100.0,2015-04-22,,NO,2013-04-23
92996.0,KY HORSE PARK ROLEX #2,4089 IRON WORKS PKWY,ACTIVE,1.0,100.0,2015-10-27,,NO,2013-04-23
63153.0,LA CABANA,1414 BRYAN AVE,ACTIVE,1.0,97.0,2015-01-15,  12  15,NO,2013-10-06
63153.0,LA CABANA,1414 BRYAN AVE,ACTIVE,1.0,71.0,2015-07-17,   1   5   6   8   9  11  12  15  18  19  20  23  24  32,YES,2013-10-06
63153.0,LA CABANA,1414 BRYAN AVE,ACTIVE,2.0,85.0,2015-07-30,   3   8   9  19  21,YES,2013-10-06
63153.0,LA CABANA,1414 BRYAN AVE,ACTIVE,2.0,82.0,2015-08-05,   6   8  16  17  18  24  26  32,YES,2013-10-06
63153.0,LA CABANA,1414 BRYAN AVE,ACTIVE,2.0,83.0,2015-08-12,   2   5  11  15  26  31  34  38,NO,2013-10-06
63153.0,LA CABANA,1414 BRYAN AVE,ACTIVE,2.0,92.0,2015-08-12,  11  38,NO,2013-10-06
31132.0,LA CUEVA BAR & GRILL LLC,1765 ALEXANDRIA DR,ACTIVE,1.0,94.0,2015-03-25,  12  19  26  31,NO,2014-05-21
31132.0,LA CUEVA BAR & GRILL LLC,1765 ALEXANDRIA DR,ACTIVE,1.0,93.0,2015-11-09,   8  15  18  19  20  31,NO,2014-05-21
59609.0,LA GUADALUPANA,1533 EASTLAND PKWY. #8,ACTIVE,1.0,96.0,2015-01-06,  12  15  19,NO,1998-02-18
59609.0,LA GUADALUPANA,1533 EASTLAND PKWY. #8,ACTIVE,1.0,89.0,2015-07-22,   9  11  15  19  34,YES,1998-02-18
59609.0,LA GUADALUPANA,1533 EASTLAND PKWY. #8,ACTIVE,1.0,92.0,2015-07-22,   9  15  19  26  34,NO,1998-02-18
59609.0,LA GUADALUPANA,1533 EASTLAND PKWY. #8,ACTIVE,1.0,96.0,2016-01-19,  12  15  19,NO,1998-02-18
98745.0,LA MADALEINE,400 HILLTOP,ACTIVE,1.0,100.0,2015-11-13,,NO,2015-11-13
63640.0,LA MARQUESA,165 EAST REYNOLDS RD,ACTIVE,1.0,99.0,2015-02-26,  19,NO,2010-12-10
63640.0,LA MARQUESA,165 EAST REYNOLDS RD,ACTIVE,1.0,90.0,2016-01-05,   1  17  26,NO,2010-12-10
63640.0,LA MARQUESA,165 EAST REYNOLDS RD,ACTIVE,2.0,98.0,2016-01-05,  26,NO,2010-12-10
97091.0,LA MICHOACANA DE LEXINGTON,1801 ALEXANDRIA DR STE 164,ACTIVE,1.0,100.0,2015-05-12,,NO,2015-05-12
97091.0,LA MICHOACANA DE LEXINGTON,1801 ALEXANDRIA DR STE 164,ACTIVE,1.0,96.0,2015-12-15,  16  26,NO,2015-05-12
43559.0,LA PETITE ACADEMY,1009 WELLINGTON WAY,ACTIVE,1.0,99.0,2014-12-04,  19,NO,1991-01-10
43559.0,LA PETITE ACADEMY,1009 WELLINGTON WAY,ACTIVE,1.0,92.0,2015-06-01,  11  15  19  31,NO,1991-01-10
43559.0,LA PETITE ACADEMY,1009 WELLINGTON WAY,ACTIVE,2.0,97.0,2015-06-01,  15  19  31,NO,1991-01-10
43559.0,LA PETITE ACADEMY,1009 WELLINGTON WAY,ACTIVE,1.0,100.0,2015-11-17,,NO,1991-01-10
98035.0,LA PETITE DELICAT,445 S ASHLAND AVE,ACTIVE,1.0,100.0,2015-12-11,,NO,2015-07-30
98035.0,LA PETITE DELICAT,445 S ASHLAND AVE,ACTIVE,2.0,99.0,2016-01-07,  20,NO,2015-07-30
88182.0,LA PRINCESA SUPER MARCADO,1430 VILLAGE DR,ACTIVE,1.0,96.0,2014-11-20,   5  18  31,NO,2011-04-28
88182.0,LA PRINCESA SUPER MARCADO,1430 VILLAGE DR,ACTIVE,1.0,90.0,2015-05-28,  12  13  15  18  26  31,NO,2011-04-28
88182.0,LA PRINCESA SUPER MARCADO,1430 VILLAGE DR,ACTIVE,1.0,98.0,2015-06-09,  15  31,NO,2011-04-28
88182.0,LA PRINCESA SUPER MARCADO,1430 VILLAGE DR,ACTIVE,1.0,96.0,2015-12-18,  18  26  31,NO,2011-04-28
31007.0,LA UNICA,1429 VILLAGE DR,ACTIVE,1.0,94.0,2014-11-25,   8  12  20  31,NO,2014-01-01
31007.0,LA UNICA,1429 VILLAGE DR,ACTIVE,1.0,93.0,2015-06-24,   8  15  19  31  32  35,NO,2014-01-01
31007.0,LA UNICA,1429 VILLAGE DR,ACTIVE,1.0,96.0,2015-12-15,  12  31  32,NO,2014-01-01
31595.0,LAFAYETTE AT COUNTRY PLACE,690 MASON HEADLEY ROAD,ACTIVE,1.0,97.0,2015-05-20,  20  23  31,NO,1997-02-05
31595.0,LAFAYETTE AT COUNTRY PLACE,690 MASON HEADLEY ROAD,ACTIVE,1.0,95.0,2015-12-28,   8  15  26,NO,1997-02-05
31597.0,LAFAYETTE CHILD CARE,1836 CLAYS MILL ROAD,ACTIVE,1.0,100.0,2014-12-17,,NO,1988-07-15
31597.0,LAFAYETTE CHILD CARE,1836 CLAYS MILL ROAD,ACTIVE,1.0,98.0,2015-06-12,  16,NO,1988-07-15
31597.0,LAFAYETTE CHILD CARE,1836 CLAYS MILL ROAD,ACTIVE,1.0,100.0,2015-12-02,,NO,1988-07-15
31600.0,LAFAYETTE HIGH SCHOOL,400 REED LN,ACTIVE,1.0,100.0,2015-02-09,,NO,1988-07-15
31600.0,LAFAYETTE HIGH SCHOOL,400 REED LN,ACTIVE,1.0,100.0,2015-09-25,,NO,1988-07-15
90689.0,LAFAYETTE HS SOFTBALL CONCESSION,401 REED LANE,ACTIVE,1.0,100.0,2015-03-27,,NO,2012-05-17
90689.0,LAFAYETTE HS SOFTBALL CONCESSION,401 REED LANE,ACTIVE,1.0,100.0,2015-09-25,,NO,2012-05-17
31602.0,LAKESIDE GOLF COURSE SNACK BAR,3725 RICHMOND ROAD,ACTIVE,1.0,100.0,2014-12-10,,NO,1988-07-15
31602.0,LAKESIDE GOLF COURSE SNACK BAR,3725 RICHMOND ROAD,ACTIVE,1.0,100.0,2015-03-29,,NO,1988-07-15
31602.0,LAKESIDE GOLF COURSE SNACK BAR,3725 RICHMOND ROAD,ACTIVE,1.0,99.0,2015-09-22,  19,NO,1988-07-15
31605.0,LANSDOWNE ELEMENTARY SCHOOL,336 REDDING RD,ACTIVE,1.0,100.0,2015-03-12,,NO,1988-07-15
31605.0,LANSDOWNE ELEMENTARY SCHOOL,336 REDDING RD,ACTIVE,1.0,100.0,2015-10-08,,NO,1988-07-15
94230.0,"LANTERN AT MORNING POINTE OF LEXINGTON, THE",225 RUCCIO WAY,ACTIVE,2.0,100.0,2014-12-02,,NO,2013-11-06
94230.0,"LANTERN AT MORNING POINTE OF LEXINGTON, THE",225 RUCCIO WAY,ACTIVE,1.0,100.0,2015-05-28,,NO,2013-11-06
94230.0,"LANTERN AT MORNING POINTE OF LEXINGTON, THE",225 RUCCIO WAY,ACTIVE,1.0,100.0,2015-11-05,,NO,2013-11-06
92801.0,LAPETITE CREPERIE,120 SYCAMORE RD.,ACTIVE,1.0,100.0,2015-07-22,,NO,2015-07-22
96992.0,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,ACTIVE,1.0,93.0,2015-03-04,   5  25  32,YES,2015-03-04
96992.0,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,ACTIVE,2.0,100.0,2015-04-01,,NO,2015-03-04
96992.0,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,ACTIVE,1.0,100.0,2015-05-04,,NO,2015-03-04
96992.0,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,ACTIVE,1.0,94.0,2015-11-24,  16  17,NO,2015-03-04
96992.0,LAQUINTA INN & SUITES,100 CANEBRAKE DRIVE,ACTIVE,2.0,98.0,2015-11-24,  16,NO,2015-03-04
83871.0,LAS PRINCESAS,STATE MOBILE,ACTIVE,1.0,84.0,2015-10-17,  12  16  17  25  33,YES,2015-07-30
83871.0,LAS PRINCESAS,STATE MOBILE,ACTIVE,2.0,100.0,2015-11-06,,NO,2015-07-30
93445.0,LATIN LEX LOUNGE,1439 ALEXANDRIA DR,ACTIVE,1.0,95.0,2015-03-30,   8   9  32,NO,2014-09-22
93445.0,LATIN LEX LOUNGE,1439 ALEXANDRIA DR,ACTIVE,1.0,99.0,2015-10-19,  32,NO,2014-09-22
79116.0,"LATINO MARKET, INC.",459 W. NEW CIRCLE RD,ACTIVE,1.0,79.0,2016-01-04,   1   5   8   9  15  16  19  21  23  32,YES,2015-12-30
79116.0,"LATINO MARKET, INC.",459 W. NEW CIRCLE RD,ACTIVE,2.0,90.0,2016-01-15,   9  11  15  19  31,YES,2015-12-30
79116.0,"LATINO MARKET, INC.",459 W. NEW CIRCLE RD,ACTIVE,2.0,95.0,2016-01-15,   9  15  19  31,NO,2015-12-30
69296.0,LE DEAUVILLE,199 NORTH LIMESTONE,ACTIVE,1.0,96.0,2014-12-18,   8  15  19,NO,2006-02-01
69296.0,LE DEAUVILLE,199 NORTH LIMESTONE,ACTIVE,1.0,94.0,2015-06-30,   4   9  12,NO,2006-02-01
49170.0,LE MATIN BAKERY & ZUNI CAFE,890 E HIGH ST,ACTIVE,1.0,100.0,2015-04-08,,NO,1993-07-28
49170.0,LE MATIN BAKERY & ZUNI CAFE,890 E HIGH ST,ACTIVE,1.0,100.0,2015-09-22,,NO,1993-07-28
31652.0,LEARNING CENTER OF LINLEE,2420 SPURR ROAD,ACTIVE,1.0,100.0,2015-02-10,,NO,2009-08-13
31652.0,LEARNING CENTER OF LINLEE,2420 SPURR ROAD,ACTIVE,1.0,100.0,2015-09-17,,NO,2009-08-13
76026.0,"LEARNING EXPERIENCE, THE",2501 SANDERSVILLE ROAD,ACTIVE,1.0,100.0,2015-05-04,,NO,2007-02-16
76026.0,"LEARNING EXPERIENCE, THE",2501 SANDERSVILLE ROAD,ACTIVE,1.0,100.0,2015-10-14,,NO,2007-02-16
31067.0,LEE'S FAM. RECI. CHICKEN #7470,1487 BOARDWALK DRIVE,ACTIVE,1.0,90.0,2014-12-09,   8  15  16  18  19  23  30  31,NO,1988-07-13
31067.0,LEE'S FAM. RECI. CHICKEN #7470,1487 BOARDWALK DRIVE,ACTIVE,1.0,93.0,2015-05-29,  15  19  23  30  31  34,NO,1988-07-13
31067.0,LEE'S FAM. RECI. CHICKEN #7470,1487 BOARDWALK DRIVE,ACTIVE,1.0,93.0,2015-05-29,  15  19  23  30  31  34,NO,1988-07-13
31067.0,LEE'S FAM. RECI. CHICKEN #7470,1487 BOARDWALK DRIVE,ACTIVE,1.0,94.0,2015-12-09,  12  15  19  30  31,NO,1988-07-13
31069.0,LEE'S FAM. RECI. CHICKEN #7472,3014 RICHMOND ROAD,ACTIVE,1.0,90.0,2014-12-30,   4  15  17  29  30,NO,1988-07-13
31069.0,LEE'S FAM. RECI. CHICKEN #7472,3014 RICHMOND ROAD,ACTIVE,2.0,94.0,2014-12-30,   4  15  29  30,NO,1988-07-13
31069.0,LEE'S FAM. RECI. CHICKEN #7472,3014 RICHMOND ROAD,ACTIVE,1.0,96.0,2015-06-30,   4  30  31,NO,1988-07-13
31069.0,LEE'S FAM. RECI. CHICKEN #7472,3014 RICHMOND ROAD,ACTIVE,1.0,96.0,2015-12-29,   4  15  30,NO,1988-07-13
31610.0,LEE'S FAM. RECI. CHICKEN #7474,1318 VERSAILLES ROAD,ACTIVE,1.0,88.0,2014-12-12,  11  14  15  19  30  31,NO,1988-07-15
31610.0,LEE'S FAM. RECI. CHICKEN #7474,1318 VERSAILLES ROAD,ACTIVE,2.0,96.0,2014-12-12,  15  19  30  31,NO,1988-07-15
31610.0,LEE'S FAM. RECI. CHICKEN #7474,1318 VERSAILLES ROAD,ACTIVE,1.0,86.0,2015-06-29,   3   4  15  16  18  19  20  31,NO,1988-07-15
31610.0,LEE'S FAM. RECI. CHICKEN #7474,1318 VERSAILLES ROAD,ACTIVE,2.0,93.0,2015-06-29,  15  16  18  19  20  31,NO,1988-07-15
31610.0,LEE'S FAM. RECI. CHICKEN #7474,1318 VERSAILLES ROAD,ACTIVE,1.0,94.0,2015-12-30,   9  15  31  34,NO,1988-07-15
75308.0,LEE'S GARDEN,"130 W. TIVERTON WAY, #190",ACTIVE,1.0,85.0,2014-12-11,   1   2   9  11  15  34,NO,2006-05-02
75308.0,LEE'S GARDEN,"130 W. TIVERTON WAY, #190",ACTIVE,2.0,94.0,2014-12-11,   2   9  15  34,NO,2006-05-02
75308.0,LEE'S GARDEN,"130 W. TIVERTON WAY, #190",ACTIVE,1.0,91.0,2015-06-16,   1   2  15  16  19,NO,2006-05-02
75308.0,LEE'S GARDEN,"130 W. TIVERTON WAY, #190",ACTIVE,2.0,95.0,2015-06-16,   2  15  16  19,NO,2006-05-02
75308.0,LEE'S GARDEN,"130 W. TIVERTON WAY, #190",ACTIVE,1.0,91.0,2015-12-09,   1   2   8  16,NO,2006-05-02
75308.0,LEE'S GARDEN,"130 W. TIVERTON WAY, #190",ACTIVE,2.0,95.0,2015-12-09,   2   8  16,NO,2006-05-02
75979.0,LEE'S GARDEN,"680 LIMA DRIVE, #110",ACTIVE,1.0,98.0,2015-02-27,  15  19,NO,2006-01-11
75979.0,LEE'S GARDEN,"680 LIMA DRIVE, #110",ACTIVE,1.0,96.0,2015-08-13,   4  15  19,NO,2006-01-11
31612.0,LEESTOWN MIDDLE SCHOOL,2010 LEESTOWN RD,ACTIVE,1.0,100.0,2015-02-26,,NO,1988-07-15
31612.0,LEESTOWN MIDDLE SCHOOL,2010 LEESTOWN RD,ACTIVE,1.0,100.0,2015-09-16,,NO,1988-07-15
31635.0,LEX CNTR CORP - MAIN COMMISSARY,430 W VINE ST,ACTIVE,1.0,94.0,2015-03-18,  17  19  31,NO,1995-08-25
31635.0,LEX CNTR CORP - MAIN COMMISSARY,430 W VINE ST,ACTIVE,2.0,98.0,2015-03-18,  19  31,NO,1995-08-25
31635.0,LEX CNTR CORP - MAIN COMMISSARY,430 W VINE ST,ACTIVE,1.0,97.0,2015-10-27,   9  31,NO,1995-08-25
31636.0,LEX CNTR CORP MAIN EXPOSITION CENTER,430 WEST VINE STREET,ACTIVE,1.0,99.0,2015-03-18,  15,NO,1995-08-25
31636.0,LEX CNTR CORP MAIN EXPOSITION CENTER,430 WEST VINE STREET,ACTIVE,1.0,100.0,2015-03-18,,NO,1995-08-25
31636.0,LEX CNTR CORP MAIN EXPOSITION CENTER,430 WEST VINE STREET,ACTIVE,1.0,98.0,2015-10-27,  19  31,NO,1995-08-25
31534.0,LEX KY ROOM,4201 VERSAILLES RD.,ACTIVE,1.0,99.0,2015-04-09,  19,NO,1988-07-14
31534.0,LEX KY ROOM,4201 VERSAILLES RD.,ACTIVE,1.0,99.0,2015-10-07,  15,NO,1988-07-14
51713.0,LEXINGTON BAPTIST TEMPLE DAYCARE,1100 ARMSTRONG MILL ROAD,ACTIVE,1.0,96.0,2015-03-26,   5  15  31,NO,1994-09-23
51713.0,LEXINGTON BAPTIST TEMPLE DAYCARE,1100 ARMSTRONG MILL ROAD,ACTIVE,1.0,96.0,2015-09-24,   1,NO,1994-09-23
51713.0,LEXINGTON BAPTIST TEMPLE DAYCARE,1100 ARMSTRONG MILL ROAD,ACTIVE,2.0,100.0,2015-09-24,,NO,1994-09-23
63151.0,LEXINGTON BEERWORKS,213 NORTH LIMESTONE,ACTIVE,1.0,99.0,2014-12-17,  19,NO,2011-12-19
63151.0,LEXINGTON BEERWORKS,213 NORTH LIMESTONE,ACTIVE,1.0,100.0,2015-06-19,,NO,2011-12-19
63151.0,LEXINGTON BEERWORKS,213 NORTH LIMESTONE,ACTIVE,1.0,98.0,2015-12-17,  12,NO,2011-12-19
31648.0,LEXINGTON C.C. SUMMER HOUSE,2550 PARIS PIKE,ACTIVE,1.0,97.0,2015-06-23,  15  29,NO,1989-02-02
90416.0,LEXINGTON CATHOLIC H.S. BASEBALL CONCESSION,2250 CLAYS MILL RD,ACTIVE,1.0,99.0,2015-03-25,   2,NO,2012-05-01
90416.0,LEXINGTON CATHOLIC H.S. BASEBALL CONCESSION,2250 CLAYS MILL RD,ACTIVE,1.0,100.0,2015-10-02,,NO,2012-05-01
62815.0,LEXINGTON CATHOLIC HIGH SCHOOL,2250 CLAYS MILL RD,ACTIVE,1.0,99.0,2015-03-25,   2,NO,1999-08-20
62815.0,LEXINGTON CATHOLIC HIGH SCHOOL,2250 CLAYS MILL RD,ACTIVE,1.0,97.0,2015-10-02,   2  16,NO,1999-08-20
65010.0,LEXINGTON CATHOLIC HIGH SCHOOL,2250 CLAYS MILL RD,ACTIVE,1.0,100.0,2015-03-25,,NO,2000-11-09
65010.0,LEXINGTON CATHOLIC HIGH SCHOOL,2250 CLAYS MILL RD,ACTIVE,1.0,100.0,2015-10-02,,NO,2000-11-09
31619.0,LEXINGTON CATHOLIC SR HIGH,2250 CLAYS MILL RD,ACTIVE,1.0,96.0,2015-03-25,  17,NO,2005-08-12
31619.0,LEXINGTON CATHOLIC SR HIGH,2250 CLAYS MILL RD,ACTIVE,2.0,100.0,2015-03-25,,NO,2005-08-12
31619.0,LEXINGTON CATHOLIC SR HIGH,2250 CLAYS MILL RD,ACTIVE,1.0,100.0,2015-10-02,,NO,2005-08-12
31639.0,LEXINGTON COUNTRY CLUB,2550 PARIS PIKE,ACTIVE,1.0,98.0,2014-12-05,  15  18,NO,1988-07-15
31639.0,LEXINGTON COUNTRY CLUB,2550 PARIS PIKE,ACTIVE,1.0,98.0,2015-06-23,   8,NO,1988-07-15
31639.0,LEXINGTON COUNTRY CLUB,2550 PARIS PIKE,ACTIVE,1.0,88.0,2015-12-04,   8  11  15  18  19  20  31,NO,1988-07-15
31639.0,LEXINGTON COUNTRY CLUB,2550 PARIS PIKE,ACTIVE,2.0,93.0,2015-12-04,   8  15  18  19  20  31,NO,1988-07-15
31640.0,LEXINGTON COUNTRY PLACE,700 MASON HEADLEY ROAD,ACTIVE,1.0,99.0,2015-05-20,  31,NO,1997-02-05
31640.0,LEXINGTON COUNTRY PLACE,700 MASON HEADLEY ROAD,ACTIVE,1.0,100.0,2015-12-28,,NO,1997-02-05
90339.0,LEXINGTON COURTYARD,3100 WALL STREET,ACTIVE,1.0,96.0,2015-06-08,   1,NO,2015-05-29
90339.0,LEXINGTON COURTYARD,3100 WALL STREET,ACTIVE,2.0,100.0,2015-06-08,,NO,2015-05-29
90339.0,LEXINGTON COURTYARD,3100 WALL STREET,ACTIVE,1.0,99.0,2015-10-27,  19,NO,2015-05-29
69339.0,LEXINGTON DINER,124 NORTH UPPER,ACTIVE,1.0,99.0,2015-03-02,  15,NO,2014-02-24
69339.0,LEXINGTON DINER,124 NORTH UPPER,ACTIVE,1.0,98.0,2015-09-18,  15  19,NO,2014-02-24
72011.0,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,ACTIVE,1.0,100.0,2015-04-30,,NO,2015-03-26
72011.0,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,ACTIVE,1.0,100.0,2015-11-10,,NO,2015-03-26
31641.0,LEXINGTON ICE CENTER,560 EUREKA SPRINGS DRIVE,ACTIVE,1.0,100.0,2015-04-24,,NO,1988-07-15
31641.0,LEXINGTON ICE CENTER,560 EUREKA SPRINGS DRIVE,ACTIVE,1.0,100.0,2015-10-13,,NO,1988-07-15
58584.0,LEXINGTON JUNIOR ACADEMY,968 LANE ALLEN RD,ACTIVE,1.0,99.0,2015-03-10,  19,NO,1997-09-03
58584.0,LEXINGTON JUNIOR ACADEMY,968 LANE ALLEN RD,ACTIVE,1.0,99.0,2015-10-12,  19,NO,1997-09-03
31140.0,LEXINGTON RESCUE MISSION,444 GLEN ARVIN AVE,ACTIVE,1.0,100.0,2014-12-03,,NO,1992-10-22
31140.0,LEXINGTON RESCUE MISSION,444 GLEN ARVIN AVE,ACTIVE,1.0,98.0,2015-06-18,   4,NO,1992-10-22
31140.0,LEXINGTON RESCUE MISSION,444 GLEN ARVIN AVE,ACTIVE,1.0,99.0,2015-11-19,  15,NO,1992-10-22
86108.0,LEXINGTON RESIDENCE INN,3110 WALL STREET,ACTIVE,1.0,99.0,2015-03-19,  15,NO,2014-12-03
62513.0,"LEXINGTON ROOSTERS, LLC",124 MARKETPLACE DRIVE,ACTIVE,1.0,97.0,2015-05-20,  12  15,NO,2011-11-08
62513.0,"LEXINGTON ROOSTERS, LLC",124 MARKETPLACE DRIVE,ACTIVE,1.0,100.0,2015-11-09,,NO,2011-11-08
31643.0,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,ACTIVE,1.0,91.0,2015-02-24,   8  11  23  30,NO,1988-07-15
31643.0,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,ACTIVE,2.0,96.0,2015-02-24,   8  23  30,NO,1988-07-15
31643.0,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,ACTIVE,1.0,93.0,2015-09-24,  17  19  34,YES,1988-07-15
31643.0,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,ACTIVE,2.0,100.0,2015-10-14,,NO,1988-07-15
31643.0,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,ACTIVE,1.0,99.0,2016-01-14,  19,NO,1988-07-15
77815.0,LEXINGTON SEAFOOD MARKET,867 E. HIGH STREET,ACTIVE,1.0,99.0,2015-02-05,  30,NO,2007-10-03
77815.0,LEXINGTON SEAFOOD MARKET,867 E. HIGH STREET,ACTIVE,1.0,99.0,2015-08-26,  15,NO,2007-10-03
30883.0,LEXINGTON TENNIS CLUB SNACKBAR,410 REDDING ROAD,ACTIVE,1.0,98.0,2015-02-06,   8,NO,1989-06-13
30883.0,LEXINGTON TENNIS CLUB SNACKBAR,410 REDDING ROAD,ACTIVE,1.0,100.0,2015-09-02,,NO,1989-06-13
31649.0,LEXINGTON TRADITIONAL MAGNET SCHOOL,350 N LIMESTONE ST,ACTIVE,1.0,100.0,2015-01-30,,NO,1988-07-15
31649.0,LEXINGTON TRADITIONAL MAGNET SCHOOL,350 N LIMESTONE ST,ACTIVE,1.0,100.0,2015-09-25,,NO,1988-07-15
93890.0,LEXMARK CENTER FOR CHILDREN,500 PARK PLACE,ACTIVE,1.0,98.0,2015-02-06,  16,NO,2013-09-13
93890.0,LEXMARK CENTER FOR CHILDREN,500 PARK PLACE,ACTIVE,1.0,100.0,2015-07-18,,NO,2013-09-13
85076.0,LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,ACTIVE,1.0,100.0,2015-01-28,,NO,2010-01-18
85076.0,LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,ACTIVE,1.0,100.0,2015-07-23,,NO,2010-01-18
85076.0,LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,ACTIVE,1.0,100.0,2015-07-23,,NO,2010-01-18
85076.0,LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,ACTIVE,1.0,100.0,2016-01-08,,NO,2010-01-18
82073.0,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,ACTIVE,1.0,100.0,2015-01-23,,NO,2008-08-07
82073.0,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,ACTIVE,1.0,100.0,2015-09-16,,NO,2008-08-07
82073.0,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,ACTIVE,1.0,100.0,2015-09-16,,NO,2008-08-07
63161.0,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,ACTIVE,1.0,95.0,2015-04-01,   2  37,NO,1999-11-09
63161.0,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,ACTIVE,2.0,99.0,2015-04-01,   2,NO,1999-11-09
63161.0,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,ACTIVE,1.0,98.0,2015-09-29,   2  19,NO,1999-11-09
77785.0,"LIGHTHOUSE MINISTRIES, INC.",185 ELM TREE LANE,ACTIVE,1.0,98.0,2014-12-02,  16,NO,2007-03-20
77785.0,"LIGHTHOUSE MINISTRIES, INC.",185 ELM TREE LANE,ACTIVE,1.0,95.0,2015-05-28,  17  31,NO,2007-03-20
77785.0,"LIGHTHOUSE MINISTRIES, INC.",185 ELM TREE LANE,ACTIVE,2.0,99.0,2015-05-28,  31,NO,2007-03-20
77785.0,"LIGHTHOUSE MINISTRIES, INC.",185 ELM TREE LANE,ACTIVE,1.0,87.0,2015-11-25,   1   4   5  17  31,YES,2007-03-20
77785.0,"LIGHTHOUSE MINISTRIES, INC.",185 ELM TREE LANE,ACTIVE,2.0,100.0,2015-12-07,,NO,2007-03-20
66979.0,LIMESTONE BLUE,133 NORTH LIMESTONE,ACTIVE,1.0,92.0,2015-02-26,  15  19  26  33,NO,2013-06-24
